"name","genes"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAA2"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAB1"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAB2"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKACB"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKACG"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAG1"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAG2"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAG3"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAR1A"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAR1B"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAR2A"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAR2B"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","ACACA"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","ACACB"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","ACLY"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","AGPAT1"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","FASN"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","MLX"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","MLXIPL"
"C2.REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION","PKLR"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","ADIPOQ"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","ADIPOR1"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","ADIPOR2"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","MLXIPL"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","PRKAA2"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","PRKAB2"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","PRKAG2"
"C2.REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY","STK11"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","AUP1"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","BSCL2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","CDS1"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","CDS2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","CIDEC"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","DDHD2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","FAF2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","FITM1"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","FITM2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","LDAF1"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PLA2G4C"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PLIN5"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PNPLA2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PNPLA3"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PPIA"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PPID"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","PTGFRN"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","RAB18"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","RAB3GAP1"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","RNF213"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","SMIM22"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","SPART"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","SQLE"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","TBC1D20"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","TSPO2"
"C5.GOBP_LIPID_DROPLET_ORGANIZATION","ZFYVE1"
"shared.morethan1","ABHD3"
"shared.morethan1","ABHD4"
"shared.morethan1","ACACA"
"shared.morethan1","ACACB"
"shared.morethan1","ACLY"
"shared.morethan1","ACP6"
"shared.morethan1","ACSL1"
"shared.morethan1","ACSL3"
"shared.morethan1","ACSS2"
"shared.morethan1","AGMO"
"shared.morethan1","AGPAT1"
"shared.morethan1","AGPAT2"
"shared.morethan1","AGPAT3"
"shared.morethan1","AGPAT4"
"shared.morethan1","AGPAT5"
"shared.morethan1","AWAT2"
"shared.morethan1","CDIPT"
"shared.morethan1","CDS1"
"shared.morethan1","CDS2"
"shared.morethan1","CEPT1"
"shared.morethan1","CHAT"
"shared.morethan1","CHKA"
"shared.morethan1","CHKB"
"shared.morethan1","CHPT1"
"shared.morethan1","CRLS1"
"shared.morethan1","CYP51A1"
"shared.morethan1","DDHD2"
"shared.morethan1","DGAT1"
"shared.morethan1","DGAT2"
"shared.morethan1","DGAT2L6"
"shared.morethan1","DGKZ"
"shared.morethan1","ELOVL6"
"shared.morethan1","ETNK1"
"shared.morethan1","ETNK2"
"shared.morethan1","FASN"
"shared.morethan1","FDFT1"
"shared.morethan1","FDPS"
"shared.morethan1","FITM2"
"shared.morethan1","GK"
"shared.morethan1","GNPAT"
"shared.morethan1","GPAM"
"shared.morethan1","GPAT2"
"shared.morethan1","GPAT3"
"shared.morethan1","GPAT4"
"shared.morethan1","HMGCR"
"shared.morethan1","HMGCS1"
"shared.morethan1","IDI1"
"shared.morethan1","INSIG1"
"shared.morethan1","LCLAT1"
"shared.morethan1","LDLR"
"shared.morethan1","LIPH"
"shared.morethan1","LIPI"
"shared.morethan1","LPCAT1"
"shared.morethan1","LPCAT2"
"shared.morethan1","LPCAT3"
"shared.morethan1","LPCAT4"
"shared.morethan1","LPGAT1"
"shared.morethan1","LPIN1"
"shared.morethan1","LPIN2"
"shared.morethan1","LPIN3"
"shared.morethan1","LPL"
"shared.morethan1","LSS"
"shared.morethan1","MBOAT7"
"shared.morethan1","MFSD2A"
"shared.morethan1","MLXIPL"
"shared.morethan1","MOGAT1"
"shared.morethan1","MOGAT2"
"shared.morethan1","MOGAT3"
"shared.morethan1","MVD"
"shared.morethan1","NFYA"
"shared.morethan1","NR1H2"
"shared.morethan1","NR1H3"
"shared.morethan1","PCYT1A"
"shared.morethan1","PCYT1B"
"shared.morethan1","PCYT2"
"shared.morethan1","PEMT"
"shared.morethan1","PGS1"
"shared.morethan1","PIK3CA"
"shared.morethan1","PISD"
"shared.morethan1","PITPNM1"
"shared.morethan1","PITPNM2"
"shared.morethan1","PITPNM3"
"shared.morethan1","PLA2G15"
"shared.morethan1","PLA2G1B"
"shared.morethan1","PLA2G4A"
"shared.morethan1","PLA2G4C"
"shared.morethan1","PLA2G6"
"shared.morethan1","PLD1"
"shared.morethan1","PLD2"
"shared.morethan1","PLIN5"
"shared.morethan1","PMVK"
"shared.morethan1","PNPLA2"
"shared.morethan1","PNPLA3"
"shared.morethan1","PRKAA1"
"shared.morethan1","PRKAA2"
"shared.morethan1","PRKAB1"
"shared.morethan1","PRKAB2"
"shared.morethan1","PRKAG1"
"shared.morethan1","PRKAG2"
"shared.morethan1","PRKAG3"
"shared.morethan1","PTDSS1"
"shared.morethan1","PTDSS2"
"shared.morethan1","PTPMT1"
"shared.morethan1","RXRA"
"shared.morethan1","SC5D"
"shared.morethan1","SCARB1"
"shared.morethan1","SCD"
"shared.morethan1","SELENOI"
"shared.morethan1","SLC44A1"
"shared.morethan1","SLC44A2"
"shared.morethan1","SLC44A3"
"shared.morethan1","SLC44A4"
"shared.morethan1","SLC44A5"
"shared.morethan1","SP1"
"shared.morethan1","SQLE"
"shared.morethan1","SREBF1"
"shared.morethan1","SREBF2"
"shared.morethan1","TAFAZZIN"
"shared.morethan1","TM7SF2"
"shared.morethan2","ACACA"
"shared.morethan2","ACACB"
"shared.morethan2","ACLY"
"shared.morethan2","ACSL1"
"shared.morethan2","AGPAT1"
"shared.morethan2","AGPAT4"
"shared.morethan2","CDIPT"
"shared.morethan2","CDS1"
"shared.morethan2","CDS2"
"shared.morethan2","CHKB"
"shared.morethan2","CHPT1"
"shared.morethan2","CRLS1"
"shared.morethan2","CYP51A1"
"shared.morethan2","DGAT1"
"shared.morethan2","DGAT2"
"shared.morethan2","ELOVL6"
"shared.morethan2","ETNK1"
"shared.morethan2","FASN"
"shared.morethan2","FDFT1"
"shared.morethan2","FDPS"
"shared.morethan2","GPAM"
"shared.morethan2","GPAT2"
"shared.morethan2","GPAT4"
"shared.morethan2","HMGCS1"
"shared.morethan2","IDI1"
"shared.morethan2","LDLR"
"shared.morethan2","LPIN1"
"shared.morethan2","LPIN2"
"shared.morethan2","LPIN3"
"shared.morethan2","LSS"
"shared.morethan2","MLXIPL"
"shared.morethan2","NR1H2"
"shared.morethan2","NR1H3"
"shared.morethan2","PCYT1A"
"shared.morethan2","PCYT2"
"shared.morethan2","PEMT"
"shared.morethan2","PISD"
"shared.morethan2","PLA2G4C"
"shared.morethan2","PLD1"
"shared.morethan2","PNPLA2"
"shared.morethan2","PNPLA3"
"shared.morethan2","PRKAA2"
"shared.morethan2","PRKAB2"
"shared.morethan2","PRKAG2"
"shared.morethan2","PTDSS1"
"shared.morethan2","PTDSS2"
"shared.morethan2","SCD"
"shared.morethan2","SQLE"
"shared.morethan2","SREBF1"
"shared.morethan2","SREBF2"
